rgiid	v0	a0	flag	tauv	tv_err	dv	dv_err	tauA	ta_err	da	da_err
15.06941	0.410383	3.69	0	61.59503181569037	0.06725317856650291	0.03801459489920155	8.072036951699865e-6	64.17506757017031	0.08411804646476129	0.26640445923863276	0.00006964711365823275
15.06961	2.758559	16.07	0	48.94046202986935	0.051548494379574386	0.13687890374506953	0.000024430718766831215	47.298277936595476	0.07477125701143204	0.6636985298865774	0.00017428079725307337
15.06977	10.317481	70.57	0	36.867685305523025	0.037479894470507466	0.3644924008580903	0.00005337591352784649	35.7871897621105	0.07588335330907378	2.0663865935716275	0.0006207044591860946
15.06978	0.584189	4.73	0	27.75469473947557	0.04487874602800454	0.011390476515362966	2.2673273808665156e-6	27.795656744113817	0.04658632845982464	0.0747929980845132	0.000015444005666744394
15.06981	0.592013	7.46	0	19.813306093672	0.04298320204342145	0.013082413187865334	2.9142766899816098e-6	20.34549593538758	0.07377998662756594	0.13540963627299615	0.00005113826031147529
15.06987	1.841608	12.22	0	37.58929398115623	0.036598320306039156	0.07393577248260746	0.000010483224197395332	35.1560112369494	0.07022167053175868	0.42226248203763306	0.00011829973677852453
15.06998	0.288779	3.17	0	80.44068406326598	0.2004044246961592	0.07667500898906135	0.00004398466570355673	86.47861631550963	0.15342033634160326	0.6667130297909439	0.0002856830532238776
15.07024	0.131332	2.68	0	58.77561775103839	0.0565196459298822	0.031393216906269165	5.705502265619767e-6	61.05918990570461	0.07062149471721867	0.5162314195145808	0.0001154974039807158
15.07025	4.067992	26.69	0	31.02220590852641	0.035294049298342296	0.148680561233436	0.000022133810827845414	30.841450779703514	0.03533493748248249	0.7898720374404783	0.0001180322212307882
15.07034	5.864333	43.12	0	23.26797596071597	0.034741787542156906	0.1391600919808676	0.000023249779289314062	22.731441425682608	0.047301312299672764	0.8492646915999614	0.0001952801982610005
15.07036	1.781956	11.23	0	83.4554569338592	0.08216041630232221	0.1522622650074464	0.000035360490570483447	85.35631625781791	0.10889699431170345	0.7579460678698123	0.00023153409939326498
15.07042	1.769332	13.01	0	44.9538602360824	0.03778627040049715	0.08950126133848635	0.000012133115779197999	43.941407390716144	0.034544866760388475	0.539249097772676	0.00006747872678226343
15.07044	1.012182	9.98	0	30.169998184064884	0.040829133229682554	0.04816033273745358	8.398406723392267e-6	30.075819258531933	0.030414274913169056	0.3881806136152942	0.00005049634690553536
15.07071	0.520217	5.5	0	47.97476236382194	0.060747699710909986	0.04888917823863558	0.000010368534094248413	46.74534706180192	0.08761142643203627	0.42406350963869804	0.0001311201522813688
15.07072	1.493896	12.	0	31.532383432461163	0.0392595988912412	0.06384815156843496	0.000010495903040018695	30.92668612666251	0.030670784435335174	0.422109547462238	0.00005468290042706445
15.07073	1.773145	14.39	0	46.47455549890755	0.07676754140068995	0.12446930532875289	0.0000338044609343292	43.20069720004278	0.13041974059875722	0.8673395459674988	0.00041272653223022775
15.07075	2.498306	15.96	0	49.753647207736705	0.05132488822224276	0.15710190386762451	0.000027729171696792317	51.674805649860595	0.08858623543865751	0.7818224389741597	0.00023450464983263287
15.07084	0.338347	3.99	0	35.42742585810132	0.043497077594524446	0.022699285626310548	3.925819779772594e-6	35.89161343586307	0.048320900353683006	0.21156023610486807	0.000040414708347581054
15.07086	1.654663	15.26	0	15.95059788005365	0.039973808427786375	0.02373581096668643	5.446930090136856e-6	14.737140619549479	0.030429687993110587	0.2011588142959986	0.0000364889227549076
15.07112	1.335805	11.02	0	40.42867417239849	0.036512344025256105	0.06917626091650407	9.481135755543313e-6	40.91959877708584	0.046794149165080005	0.45419613848878165	0.00007936742063661876
15.07122	10.270711	58.45	0	35.114154083185156	0.03937377625057762	0.3172152110247256	0.00004985622328371105	35.50439257420737	0.04343629230859023	1.4280712137789215	0.0002464027943577311
15.07123	3.479017	23.57	0	48.42885074414621	0.031337214173820536	0.2107487966011355	0.000022966808865308995	48.59667292630362	0.05168219290460244	1.1307150064209723	0.00020292992567431
15.07124	0.274759	3.32	0	46.24719633075805	0.04076012705224221	0.031587113163737274	4.564280443355337e-6	45.96909204866537	0.05060447689703569	0.3125374798625078	0.000056210469926315375
15.07141	12.88026	73.17	0	35.3378955781588	0.05385767691357961	0.37788102586835126	0.00008101117430156827	32.263727164025106	0.10475619006068916	1.8535151230318274	0.000804729662383263
15.07143	0.408983	5.19	0	24.122326975321517	0.03999864030174181	0.015272089641438825	2.8891172466835226e-6	24.673886871030593	0.06017337354907961	0.15411290201707456	0.000043405399344515364
15.07148	0.685211	6.55	0	52.31949450674021	0.03852899909560238	0.10272148894322232	0.000013333109120550592	50.80845215025566	0.07571070676035063	0.8110542863403253	0.00020935757405103657
15.07151	0.524781	4.02	0	96.44212386260386	0.10127995880859636	0.06365553097882566	0.000017380843880904598	97.32039290280376	0.08497752176996955	0.39026905237141213	0.00008915424649229522
15.07153	8.182891	47.66	0	31.096081958411947	0.03512719917985085	0.18933261604893098	0.000028022450102137846	28.499375537226985	0.06382335193307424	0.9803906645729231	0.0002742150979538845
15.07158	3.96766	24.98	0	41.57814493109203	0.039513769314463945	0.18957681673620186	0.000027782043705274828	40.98625354903137	0.07343895512829722	0.9566615482028253	0.00026217314820029393
15.07163	0.695538	7.05	0	71.12947502609222	0.09467136043091132	0.09400099950028831	0.000026614458243416204	71.40591480300027	0.10346278504541864	0.7594885346317881	0.00023466901464029406
