rgiid v0 a03 flag tauv5 tv_err dv7 dv_err tauA9 ta_err dA11 da_err id13 tau e15 beta c17 id bt19  
15.06558 5.983247 38.7 0 59.32633957647092 0.12642666464514554 0.3970656423341516 0.00010799527097082889 79.83563217260402 0.6433140255138609 1.2809472189883016 0.0015547012336751247 15.06558 999.990000 4913.601099 0.008 0.0000104 15.06558 -7.581451  
15.06559 2.444753 15.81 0 91.32150570774357 0.13984006001616503 0.27654939310656906 0.0000688974163233782 119.28919174791307 0.9310572123373153 0.7591044431711866 0.001129468780919801 15.06559 1799.990000 4667.517233 0.009 0.0000052 15.06559 -6.200091  
15.06560 0.508792 4.47 0 101.92006329076332 0.34795467967984933 0.19059902464924117 0.00011288500589135441 146.99181638553023 1.4500348074861593 1.0955035483875575 0.00234651522928929 15.06560 2399.990000 4709.985832 0.007 0.0000043 15.06560 -2.771084  
15.06561 2.251403 13.52 0 192.40785928294667 0.268250159590239 0.9440501493725193 0.0003415120408108008 292.531264355774 1.6921345408058388 3.2005876514945752 0.006464139185473534 15.06561 2199.990000 5487.792048 0.009 0.0000087 15.06561 -5.974447  
15.06562 1.418048 8.26 0 118.50992323812653 0.1388145647295969 0.3035319638745008 0.00006750733034202244 150.2284289576061 0.8456064555256946 1.0876876530231898 0.0013480500153906488 15.06562 2199.990000 4851.387518 0.010 0.0000052 15.06562 -4.535431  
15.06563 6.098177 39.45 0 74.68369362857366 0.34712401975695173 0.7320492590123354 0.0004935192452074429 101.7323000191539 0.9102534723796804 2.3881705288691504 0.0037029583732344877 15.06563 3599.990000 5012.477860 0.010 0.0000087 15.06563 -7.832272  
15.06564 2.181525 16.21 0 99.87438677076302 0.4576306662057754 0.5495218637170478 0.00043162917232656236 134.38203901261977 1.434827449091135 1.634005513876636 0.0035794678131286875 15.06564 2399.990000 5105.464859 0.010 0.0000061 15.06564 -5.749001  
15.06574 4.649692 37.31 0 90.25585007598309 0.24026317352521276 0.7817794660240148 0.0003362923550954596 113.48318077280926 0.8466965913868533 2.0825913060514725 0.002873935617227037 15.06574 1199.990000 5666.767155 0.008 0.0000087 15.06574 -7.946648  
15.06576 0.399729 4.6 0 85.25326662881916 0.3455136034530304 0.16460104725875724 0.00010431536165187805 138.9370279048408 1.2690892984268631 1.1174133030948155 0.0021383609209872038 15.06576 1599.990000 5735.476864 0.007 0.0000095 15.06576 -2.439333  
15.06579 0.462797 4.22 0 93.82696971642433 0.6686147847808012 0.11961115460709963 0.00014086946871807088 118.85747479171671 1.0418778801174904 0.5698716650741723 0.000950182002163445 15.06579 2399.990000 5313.907785 0.005 0.0000095 15.06579 -2.633462  
15.06595 0.897029 8.18 0 41.59578271230552 0.10183539969941213 0.07937445395840613 0.000020470593642106988 61.4207070518312 0.6135120334049738 0.32182491556870335 0.0004181801269010896 15.06595 1399.990000 4746.011728 0.008 0.0000052 15.06595 -6.795554  
15.06597 1.34485 10.36 0 99.78364917912604 0.08832221142233719 0.3585285263358793 0.00005437095488000677 134.95913784740543 0.921735031073131 1.5041582495302181 0.00211333276835447 15.06597 1199.990000 4780.566461 0.010 0.0000122 15.06597 -5.187848  
15.06598 0.309456 3.89 0 70.21394805752986 0.15146966426348926 0.10761031791770281 0.000032525621941551704 103.348265581058 0.6397066234210557 0.7774246461455737 0.0008417051043293426 15.06598 1599.990000 5226.745877 0.010 0.0000043 15.06598 -4.772748  
15.06606 1.297446 13.24 0 111.32666544767353 0.37704721004437847 0.2503663882531801 0.0001550384727839415 162.93390960406708 1.3113805803421985 0.9438886722850403 0.001763269243804347 15.06606 2199.990000 4861.098606 0.005 0.0000052 15.06606 -3.632839  
15.06607 3.5522 24.42 0 182.24288367045412 0.6687607072279312 1.2420926453665881 0.0011398272912068826 238.02726811475705 1.99552025707562 3.0428363842600543 0.007682101892012735 15.06607 3599.990000 5234.264115 0.008 0.0000043 15.06607 -5.226429  
15.06609 0.393103 5.15 0 25.117059735882716 0.20680792654852378 0.030664448866693818 0.00002040046258680712 36.93183310018095 0.48792298963248343 0.18088986775180305 0.00023633365452891577 15.06609 1599.990000 5273.674077 0.007 0.0000069 15.06609 -6.251308  
15.06611 1.763234 12.98 0 167.23802833354864 0.30734694421139014 0.5596776704045088 0.00024286674558002255 227.18001064915825 1.8471174799385317 3.079771822756194 0.0072949620384470315 15.06611 2999.990000 5137.255522 0.005 0.0000078 15.06611 -2.893284  
15.06618 0.324023 3.89 0 53.04160935336767 0.053472802062322126 0.04148028183202483 5.020617266290167e-6 61.98387225892148 0.5085153677859483 0.29177766552261486 0.00031296594056433254 15.06618 799.990000 5263.481012 0.008 0.0000069 15.06618 -3.955909  
15.06620 0.274476 3.17 0 25.74548817243555 0.1672169863478628 0.02440174990529862 0.00001297136838275038 40.75854721524409 0.478067981749887 0.1908092272185696 0.00023321927149700143 15.06620 799.990000 5695.407414 0.009 0.0000043 15.06620 -5.655906  
15.06623 0.649568 6.27 0 117.45769113558877 0.8732171922613361 0.3855511370725343 0.0005412987301207112 190.94642463265072 2.7704828390617484 2.133355345240316 0.007989809231459559 15.06623 2399.990000 4814.811278 0.009 0.0000104 15.06623 -3.519908  
15.06630 0.339944 3.8 0 59.10844280701668 0.3348952651352013 0.0977043421947437 0.00007050951106855599 91.77461930447369 1.2156446883567436 0.5875960180910522 0.0012699320699919676 15.06630 1199.990000 4879.455289 0.007 0.0000104 15.06630 -2.917128  
15.06648 0.437536 4.83 0 82.26710224109209 0.2429012080233684 0.06535637719775353 0.000029566345890337742 130.17608475147307 1.5345336918905512 0.312098605376934 0.0007400177880596326 15.06648 2199.990000 4869.371167 0.005 0.0000104 15.06648 -2.726032  
15.06666 5.465359 40.78 0 135.35638306841253 0.42422041731166554 0.9335935778569244 0.0006030319458338731 181.83569569157729 1.624613549373133 2.9862569804766763 0.006662037208084657 15.06666 1799.990000 4973.331929 0.005 0.0000104 15.06666 -4.910791  
15.06674 1.052861 10.7 0 42.163155596652125 0.06213038142369731 0.05848838386965337 9.144920838379117e-6 62.902211749477814 0.3250533679302959 0.2601507062294119 0.00017719735662681706 15.06674 1799.990000 5050.227794 0.007 0.0000061 15.06674 -6.858472  
15.06679 0.34708 4.32 0 51.52123488638262 0.12595731033728025 0.06423738564224957 0.000018559713761384384 74.31748752063261 0.6725873592276352 0.3967702594013353 0.0005193976244119767 15.06679 1599.990000 5270.034282 0.009 0.0000104 15.06679 -3.908666  
15.06686 0.896497 9.56 0 67.34950435171801 0.132430911331082 0.11944628363094055 0.00003215226859503472 89.78395276565767 0.6483088166648197 0.6362337220657395 0.0007401243600229209 15.06686 1799.990000 5064.331857 0.007 0.0000104 15.06686 -3.850843  
15.06693 0.566173 5.99 0 79.00665365136427 0.17736331800173585 0.10801600291636246 0.00003630817813005757 111.68064501076987 1.019710952510674 0.4672238932231412 0.0007814816123885441 15.06693 999.990000 5286.891161 0.007 0.0000095 15.06693 -4.384378  
15.06701 1.339176 10.37 0 64.33263295474401 0.25264764236533316 0.20852855755993574 0.00010929265999409662 95.02748985483339 0.9945874175814687 0.7281955690641008 0.001268980838753675 15.06701 1799.990000 4913.262846 0.008 0.0000078 15.06701 -5.250745  
15.06709 0.56978 7.35 0 75.88703961110119 0.3953952995951809 0.15328986683357063 0.00011689481455237142 112.99274998740171 1.5163963352514669 1.120450717589185 0.0027739524164551712 15.06709 2999.990000 5424.190433 0.005 0.0000061 15.06709 -2.211835  
15.06720 9.424739 68.33 0 113.90192457434063 0.3839838369563194 1.2783641277023607 0.0007988717472763114 153.7932587263532 1.179099167458941 3.349656449204208 0.005740679717724816 15.06720 1599.990000 4791.740790 0.005 0.0000087 15.06720 -5.975482  
15.06722 0.568733 3.96 0 105.92043749799757 0.25776166442712034 0.14084263037606454 0.00006083146106023764 142.11828020954852 0.767624299681668 0.6104868147241075 0.0007007791195406227 15.06722 1199.990000 4654.641385 0.009 0.0000069 15.06722 -4.233278  
15.06723 1.09272 6.47 0 327.2237091982317 0.49438648523077633 0.5764535485939472 0.000329391782097962 492.7560768449248 4.141023835949518 2.231378891813432 0.009299475394338933 15.06723 2599.990000 4664.411129 0.005 0.0000069 15.06723 -2.563204  
15.06724 0.705364 5.16 0 187.5851047408232 0.5802646750424201 0.33614741135770726 0.00026517230467991453 251.89739789439028 2.3596033835271983 1.233098837056083 0.00362218141660618 15.06724 2799.990000 4605.203854 0.008 0.0000061 15.06724 -3.076464  
15.06727 1.521293 7.9 0 87.63975891139093 0.1158456782673531 0.18310212094953898 0.00003845228678663692 111.3275688870029 0.8765757728775287 0.6145057800888641 0.0008846709202195028 15.06727 1999.990000 5112.090111 0.007 0.0000095 15.06727 -4.750202  
15.06728 0.438931 5.34 0 24.106795167184657 0.10089791366632574 0.03870053018322785 0.00001281178288590458 41.32804252530153 0.41865109327734223 0.311330126225856 0.00033108040863104765 15.06728 599.990000 5668.387910 0.010 0.0000095 15.06728 -5.821193  
15.06730 0.407513 5.5 0 30.57892406958875 0.10679719403338019 0.039195092722258976 0.000012256320413209334 45.3305470388297 0.27013463232198387 0.36868528638899256 0.00024233614164671406 15.06730 799.990000 5654.528944 0.009 0.0000104 15.06730 -5.404261  
15.06741 0.390814 5.79 0 29.094575512003335 0.08993302945646973 0.05251344059059834 0.000014159794401538225 48.30757930395272 0.5278945559352689 0.42162112733726076 0.0005258755705337694 15.06741 1199.990000 4960.364391 0.008 0.0000104 15.06741 -4.731832  
15.06754 0.533079 5.66 0 38.703484591081505 0.11063534123163357 0.03439820801681189 9.968440890322821e-6 62.198659203903915 0.5769657352256553 0.16956972089821729 0.00020604653017847687 15.06754 1799.990000 4515.321678 0.009 0.0000061 15.06754 -5.256837  
15.06763 1.176481 8.1 0 187.43606540146973 0.8804016945512058 0.8598775367120566 0.001029437806617916 282.7536638460282 3.6817153180657733 3.6049383731716986 0.015993938925581375 15.06763 3799.990000 5449.167861 0.010 0.0000069 15.06763 -5.358369  
15.06774 0.344226 3.71 0 150.53005738235277 0.6068192639884619 0.1902047236131037 0.00016904524668401346 233.98471505172577 2.6902946373677783 1.3303764289278437 0.004550536533494138 15.06774 5999.990000 5576.297954 0.005 0.0000061 15.06774 -1.708873  
15.06776 0.607519 6.04 0 28.329421731068862 0.10775722146583742 0.03927055989084444 0.000012850123588217967 43.37959031313688 0.44585375233285574 0.20084997058497386 0.0002223913782615543 15.06776 599.990000 4662.039324 0.009 0.0000061 15.06776 -6.928794  
15.06777 0.503306 3.79 0 149.1137692825517 0.5487650233787753 0.1840380735440752 0.00014841767907746218 190.27383272846618 1.2881296152104524 0.8272136912326953 0.0014420518697362578 15.06777 1599.990000 4647.235642 0.008 0.0000122 15.06777 -3.308523  
15.06789 0.45859 5.57 0 63.86538077346853 0.18375678008606144 0.1166927059866063 0.000044628441836857764 87.93344573136629 0.8067922418346092 0.8186845692771199 0.0011956691644742635 15.06789 1399.990000 5061.372748 0.008 0.0000130 15.06789 -2.967721  
15.06807 0.438701 5.33 0 31.913989762917456 0.1431206721041229 0.0380416419456191 0.000015620942102929797 57.107750725840766 0.6907769667261346 0.31033830702559767 0.00046920325237915616 15.06807 2199.990000 4641.472337 0.009 0.0000095 15.06807 -4.725575  
15.06816 0.31577 2.94 0 320.47709955190095 1.2219115830282266 0.2891614251521837 0.0004108651171413012 602.2448154985684 8.206714352504916 2.52483274819579 0.019114738672099847 15.06816 3199.990000 5415.336637 0.005 0.0000052 15.06816 -1.585656  
15.06817 0.248665 3.07 0 72.69271496123936 0.2770626908306026 0.10842827528497591 0.00005903882217491298 116.48166558788394 1.362440043036246 0.843099832341234 0.0018529190302444163 15.06817 2199.990000 5915.993575 0.007 0.0000069 15.06817 -2.51566  
15.06826 4.570091 23.77 0 168.19679145865078 0.2921331678817251 0.9217404462856891 0.00037944551720272163 222.25650794464235 1.6780190239007338 2.2212234554104255 0.004810488130641586 15.06826 2999.990000 5575.141806 0.006 0.0000052 15.06826 -4.864558  
15.06828 0.54809 4.02 0 226.32313277401488 0.39926171269714666 0.46549532786404907 0.00023859561102494606 348.425072156142 3.3302634242168327 2.5693922649245335 0.009706888687211895 15.06828 3399.990000 5401.300120 0.008 0.0000113 15.06828 -3.142667  
15.06845 0.686489 5.29 0 93.6123006345275 0.19839419806411226 0.21425459419863194 0.00007494528902969107 134.14480888542965 1.093731400625319 1.1719801004113364 0.0019583211680973844 15.06845 2199.990000 5619.271321 0.009 0.0000052 15.06845 -4.338649  
15.06854 0.456297 5.21 0 112.73886176674378 0.22396464766908805 0.24671987633324696 0.00009029552049737372 173.77564608201334 1.119670174917541 2.038402592572294 0.0031811550439617567 15.06854 1999.990000 5728.296143 0.007 0.0000122 15.06854 -1.85768  
15.06861 0.413916 3.96 0 71.7879151817006 0.07635384421247265 0.13217069434014525 0.000019942161683115965 95.94306589408346 0.4741108049501964 0.8853801463704087 0.0007325540180893757 15.06861 999.990000 5304.854620 0.010 0.0000087 15.06861 -4.816983  
15.06881 34.077434 156. 0 245.96052711692366 0.5305621451869297 10.174179718542302 0.006765653764027986 322.45625769935344 2.671278760801903 17.422668179574313 0.054022674716021984 15.06881 3799.990000 5095.848914 0.009 0.0000095 15.06881 -9.630067  
15.06884 0.556042 5.35 0 62.18487873253512 0.18665904816242018 0.09713446554946799 0.00003818849491051074 99.59601408426475 1.0051522404547546 0.44202243601813374 0.0007634600678659653 15.06884 999.990000 5084.178765 0.007 0.0000113 15.06884 -3.771972  
15.06889 0.417956 3.86 0 113.88810968263135 0.25649200755713325 0.16735853747984347 0.0000698637950593531 172.16951727381823 1.1876154926316371 1.10669343929014 0.00183760851935644 15.06889 2199.990000 5790.416640 0.007 0.0000052 15.06889 -2.583795  
15.06896 1.256974 11.73 0 22.81816281268314 0.06232247967608949 0.04533705353403761 9.519247222434583e-6 32.61904115755893 0.39457022062822866 0.19051198616004542 0.00021344629718886662 15.06896 799.990000 5264.987544 0.010 0.0000104 15.06896 -9.923887  
15.06941 0.411062 3.69 0 146.0991099280379 0.30246734030021993 0.13119575872533268 0.0000587469997054232 212.8661585876301 2.2048337428881633 0.5986886404898824 0.0017256376521871423 15.06941 1399.990000 4298.528612 0.006 0.0000043 15.06941 -3.01758  
15.06961 2.761757 16.07 0 157.89908992550212 0.5155427356318278 0.7539086000769482 0.0005597263317436129 214.8896254653373 2.0565014546995775 1.8430289789483132 0.004940870673392627 15.06961 2399.990000 5760.719706 0.008 0.0000061 15.06961 -5.499256  
15.06977 10.328781 70.57 0 99.51944167092712 0.2033771053935146 1.520262977793582 0.0005314576296585139 120.9864112564721 0.7434637500596184 4.270231789738808 0.005045591284299055 15.06977 1799.990000 5371.030169 0.008 0.0000122 15.06977 -6.271623  
15.06978 0.584627 4.73 0 42.58595778725932 0.1946836181694675 0.022212350322230127 0.000010832051556453736 53.77404655400457 0.5383100832946007 0.12037896382504668 0.00014576292171634668 15.06978 4199.990000 5532.988331 0.007 0.0000078 15.06978 -5.509352  
15.06981 0.592729 7.46 0 37.08290329684463 0.13365770795844648 0.03635701054374989 0.000012986972407777225 62.51441754944461 0.7436710099204314 0.20173031392355678 0.00031523391464778096 15.06981 1799.990000 4678.363194 0.006 0.0000104 15.06981 -5.439346  
15.06987 1.843937 12.22 0 105.8377845214097 0.3245513136729461 0.35820130817451223 0.0001948605214553976 143.02894953570566 1.345005721613844 0.9245551979071233 0.0018552325880470243 15.06987 2199.990000 5465.732223 0.010 0.0000043 15.06987 -6.081911  
15.06998 0.289887 3.17 0 98.83931756777679 0.2667315356718117 0.15523953136327892 0.00007137620021743964 161.36265279630803 1.4783990295080163 1.3357305218941136 0.002822474601627105 15.06998 2799.990000 5877.112199 0.008 0.0000043 15.06998 -2.250973  
15.07024 0.13191 2.68 0 69.25048708373711 0.14883939729152618 0.048993395543000806 0.000014640337385986013 115.36452647245942 1.1619654790437062 0.6780673556063124 0.0012757900944229143 15.07024 1399.990000 6646.423145 0.005 0.0000104 15.07024 -1.096341  
15.07025 4.073465 26.69 0 110.92945896786973 0.1169008064304557 0.8044484649499601 0.00015466945601301846 136.1122985879611 0.6254466817376814 2.014257073924623 0.0019142255250398177 15.07025 1599.990000 5137.113296 0.010 0.0000095 15.07025 -8.133039  
15.07034 5.871256 43.12 0 64.49019915104948 0.17885458689723516 0.674346505053996 0.0002499303788401172 83.65905027827408 0.7149286564716614 1.8462269979235117 0.0024406332013217334 15.07034 1399.990000 5377.777531 0.010 0.0000122 15.07034 -9.24542  
15.07036 1.78392 11.23 0 256.9677266223858 0.2806286422517977 0.652620822399892 0.0002267146546826657 373.033830521482 2.8146144676584273 2.170929275151413 0.0067868869962872365 15.07036 4599.990000 5115.180742 0.005 0.0000061 15.07036 -2.974871  
15.07042 1.771547 13.01 0 93.4822273968954 0.2560715294565874 0.306769887672473 0.0001385836168025275 123.40601094967985 1.1758244417532382 1.045987617891531 0.0019396860173225125 15.07042 2399.990000 4775.594327 0.007 0.0000078 15.07042 -4.46788  
15.07044 1.013951 9.98 0 40.31409700227919 0.22698856214826701 0.1174760938124487 0.00006852602386389496 65.92424171698457 0.9078639254263663 0.5945961621611512 0.001107697117212572 15.07044 1599.990000 5203.707116 0.006 0.0000069 15.07044 -4.974199  
15.07071 0.521449 5.5 0 62.97966668234401 0.11596080913078374 0.10488691419105531 0.000025472452349238964 93.28599266935804 0.9235434497675282 0.6836079965019329 0.0011147674966175399 15.07071 999.990000 5555.008117 0.006 0.0000061 15.07071 -3.502087  
15.07072 1.496183 12. 0 68.73687988557856 0.13582693575679156 0.2247039617493254 0.00006147833224464238 95.13228202583917 0.691738030111708 0.8434170684863264 0.001021759296881326 15.07072 1599.990000 5054.957437 0.010 0.0000104 15.07072 -6.039819  
15.07073 1.776514 14.39 0 97.80779095416507 0.31374569954071935 0.4884615172865906 0.00026531934213559495 128.53200916789552 1.0053727342394427 1.9746510605212266 0.0030824140457386463 15.07073 1799.990000 5223.618536 0.008 0.0000087 15.07073 -5.141015  
15.07075 2.501724 15.96 0 150.93167703278124 0.2685596858833896 0.7388542107893609 0.00029034136151192294 208.07802550586956 1.6381767099205484 2.0527684991903197 0.004426438878872678 15.07075 2199.990000 4794.357119 0.008 0.0000078 15.07075 -5.015249  
15.07084 0.339027 3.99 0 54.696782281209565 0.47256149272127057 0.06596654701251346 0.00006957910688274229 90.85076960822647 1.6010500101678886 0.3048855042713265 0.0008715350957052055 15.07084 2599.990000 5743.821491 0.005 0.0000069 15.07084 -3.113951  
15.07086 1.656461 15.26 0 22.55336146170445 0.14611175788382164 0.0671197090023398 0.0000332265445801465 39.655173555888545 0.5610012413162494 0.30690193711682157 0.0004458775577155882 15.07086 1399.990000 5336.193894 0.008 0.0000069 15.07086 -8.679474  
15.07112 1.337675 11.02 0 61.071278838970635 0.16882167687978022 0.16342115576064614 0.00005858286780775387 81.33732226095711 0.7603302785816656 0.7272464222742423 0.0010348721008675893 15.07112 1799.990000 5596.218132 0.007 0.0000122 15.07112 -4.55105  
15.07122 10.280585 58.45 0 125.48038088423513 0.41384553480674646 1.6248099392441213 0.0010536845411209153 129.67980697231823 0.536651632136785 3.825750872816798 0.00317696895715101 15.07122 5999.990000 4787.660233 0.009 0.0000087 15.07122 -7.846784  
15.07123 3.48395 23.57 0 99.85063324811436 0.08809819212056662 0.600204504774061 0.00009076522593622847 103.80204346842395 0.46284243509842943 2.3787907023949306 0.0018600892139951563 15.07123 2399.990000 5480.995924 0.008 0.0000078 15.07123 -5.496248  
15.07124 0.275522 3.32 0 63.16466561027569 0.2368623084740079 0.07447446362711455 0.00003689531512923518 98.55036493659776 1.1382399564729897 0.5039947438486679 0.0009900607734886061 15.07124 2599.990000 5013.919664 0.007 0.0000078 15.07124 -2.546127  
15.07141 12.893794 73.17 0 190.31807268410958 0.6843570381775715 3.6782400770271964 0.0034063900491658338 257.92928907061264 2.2222738023779005 6.37604709440099 0.017521774791482 15.07141 2199.990000 5609.066575 0.008 0.0000087 15.07141 -9.127984  
15.07143 0.409677 5.19 0 31.582154611043048 0.17673053851048287 0.034681624065195725 0.000017673100689832393 51.498017576507856 0.6964411849245415 0.23158521351286362 0.0003700368599329474 15.07143 1199.990000 4929.496773 0.007 0.0000078 15.07143 -4.558975  
15.07148 0.687442 6.55 0 71.18389020445973 0.25574108676959345 0.24350895130942754 0.0001235196090008883 99.72456641878412 0.9222162550084821 1.566081412463291 0.0024804267282914527 15.07148 2399.990000 5828.179923 0.010 0.0000087 15.07148 -2.915032  
15.07151 0.525509 4.02 0 197.3044998347322 0.512374954927603 0.20385354445401233 0.00013975132407256072 295.9524139600206 3.1242348542191984 0.9407539541600975 0.00349653187203988 15.07151 2599.990000 5209.760613 0.005 0.0000052 15.07151 -2.116818  
15.07153 8.190217 47.66 0 59.76882320310297 0.21542327110440027 0.627491743475129 0.00028983388174667435 77.41681250779513 0.6577280981257675 2.0818896369890574 0.002618085748805222 15.07153 3799.990000 5001.118572 0.009 0.0000087 15.07153 -8.627423  
15.07158 3.972904 24.98 0 149.39583917072127 0.5378764111061032 1.2046514438373013 0.0009515710231288765 185.4026835574389 1.5279717624452984 3.1360765253602327 0.006538890381744804 15.07158 7199.990000 5211.091572 0.010 0.0000043 15.07158 -6.43945  
15.07163 0.69704 7.05 0 97.55461543858503 0.22250386780500303 0.20296534526710672 0.00007826839438061853 143.7168311536645 1.3272550232419136 1.4277638110459616 0.0028222256358814576 15.07163 2799.990000 5690.933373 0.005 0.0000122 15.07163 -2.202512  
15.07164 1.059402 9.37 0 73.41182445048709 0.16110783845017587 0.1456648842554347 0.00004592130887206705 103.78169894004216 0.671091531843434 0.8179861872737906 0.0009274848398230657 15.07164 999.990000 5476.675961 0.005 0.0000122 15.07164 -3.447944  
15.07165 2.201132 14.86 0 89.87124935292873 0.3576925785205133 0.4588175667540209 0.00029435939226350077 135.6595484725288 1.3313658933979187 1.7459687656864347 0.0035364034022849133 15.07165 1599.990000 5726.580840 0.007 0.0000052 15.07165 -4.486736  
15.07168 0.760952 5.95 0 66.5987242553845 0.2601020388882608 0.12352498462374754 0.00006563121112552227 106.26550974807095 1.1730402506408164 0.6194933974288125 0.0012160535145400472 15.07168 999.990000 5576.418884 0.006 0.0000061 15.07168 -3.424756  
15.07169 1.251129 9.83 0 56.95340908269749 0.05505844642298171 0.16651645379103877 0.000020090999612157225 88.06302694593026 0.5395395570519175 0.9646967056719381 0.000941620018506516 15.07169 999.990000 5451.999299 0.010 0.0000061 15.07169 -7.226988  
15.07173 1.227603 13.08 0 15.669464661620507 0.07595454217219798 0.0313315636980651 9.621760242101555e-6 23.121123750884035 0.310831550191157 0.16047138637718433 0.00016698036822987596 15.07173 599.990000 4958.922426 0.010 0.0000061 15.07173 -10.312645  
15.07174 0.453731 4.24 0 54.99127334322623 0.22055716366764191 0.07351658527946785 0.00003610287948461056 88.33125881033405 0.8115469360057097 0.4031828860991539 0.0005911771640361123 15.07174 1599.990000 5020.980108 0.008 0.0000043 15.07174 -4.402083  
15.07176 0.261036 4.08 0 20.792622124431595 0.09583262570031832 0.01106187281229476 3.7355099463982617e-6 29.71975231242523 0.367502512770379 0.09033471957922917 0.00009853234696881141 15.07176 1399.990000 4783.433548 0.006 0.0000078 15.07176 -5.080129  
15.07180 0.67612 8.06 0 45.57610369481309 0.0835594081565777 0.06102053899033371 0.00001237560034000691 67.30285059406938 0.5119376543915812 0.27162513274465355 0.0002827288960596188 15.07180 1599.990000 4940.764644 0.009 0.0000122 15.07180 -5.930512  
15.07204 0.260762 3.51 0 35.584346272348554 0.15586521216154375 0.04478004053962687 0.000019019551277260903 66.85479641318022 0.6110722300725031 0.46916632052418056 0.0005846428398935774 15.07204 799.990000 5275.443411 0.010 0.0000095 15.07204 -5.198036  
15.07245 2.209507 17.61 0 119.5657282303199 0.35805887106037004 0.570751163926047 0.0003262903076730567 155.0327141602961 1.068354987744973 2.1213610345984693 0.003284828457879281 15.07245 2199.990000 4910.836956 0.007 0.0000122 15.07245 -4.18182  
15.07257 1.028139 9.11 0 82.87565904130817 0.12639545163898755 0.11307138028192239 0.000026533228572368408 108.20322965778676 0.7736251022804352 0.46914836351397476 0.0006029363157800583 15.07257 2799.990000 5012.656009 0.005 0.0000113 15.07257 -3.796909  
15.07265 0.220548 2.76 0 49.63609238150414 0.34420489983018493 0.036283933116844594 0.000029142109360492504 67.29590837169783 0.5821301977872618 0.19664557684266443 0.00023275947329991778 15.07265 799.990000 5150.402983 0.007 0.0000069 15.07265 -4.121067  
15.07266 0.242865 3.7 0 33.16764259593195 0.1791271579863803 0.03382670235586979 0.000017069840812757227 45.89152030974001 0.5389233167420284 0.24143686452973243 0.00031480250249484243 15.07266 1799.990000 5187.626787 0.009 0.0000087 15.07266 -4.634181  
15.07275 0.196872 3.1 0 52.896670890547846 0.08435118537547805 0.04748420942047204 9.077489188950024e-6 95.87273666606833 0.698315442190821 0.5756447367708375 0.0007017277983172064 15.07275 1999.990000 5276.945718 0.006 0.0000130 15.07275 -2.926813  
15.07289 0.663871 6.17 0 29.547284152927574 0.09074047483568488 0.019954835665129 5.389121865722347e-6 41.18759106744613 0.40387494255783896 0.14042575295502702 0.0001442926486274393 15.07289 799.990000 4727.035663 0.006 0.0000078 15.07289 -6.067713  
15.07301 0.221968 4.72 0 32.05482197541663 0.19341474756205948 0.027091878145353087 0.000015002594679572819 58.839436619845785 0.8141108123214773 0.2106721733681561 0.00037034787607052443 15.07301 799.990000 5969.022430 0.005 0.0000043 15.07301 -3.320302  
15.07305 0.476759 5.3 0 45.743823876999045 0.032311589221387264 0.07045175671250418 5.515768995351343e-6 67.79818149490397 0.3278063940259072 0.5107764222668326 0.0003393272753904391 15.07305 799.990000 5031.615906 0.009 0.0000122 15.07305 -6.018224  
15.07315 0.475244 6.13 0 36.53695438722365 0.1495398890821654 0.06436801802222789 0.00002590510199602397 56.13589550133734 0.7077415200614131 0.4432024139401896 0.0006919036905533975 15.07315 1799.990000 5223.983344 0.006 0.0000130 15.07315 -3.868601  
15.07328 0.425095 4.55 0 72.83198107718921 0.25722471700724037 0.10648958197551589 0.00005378637030509986 121.46785181834625 1.178720460277199 0.8107644569949859 0.0015164740481458684 15.07328 3399.990000 5529.491736 0.005 0.0000061 15.07328 -2.213946  
15.07333 0.235612 3.12 0 51.48758201411367 0.14000393430554145 0.06429021076277318 0.00002065261864490325 80.41061079020704 0.7725422093554889 0.4891446216687856 0.0007107336267960068 15.07333 799.990000 5329.127715 0.009 0.0000130 15.07333 -3.536181  
15.07337 0.291734 3.22 0 48.022565788410155 0.06915142865973947 0.05365329810220161 8.790141529913647e-6 66.513344341262 0.47686597006809994 0.3819737254966257 0.00037229682010368466 15.07337 999.990000 5079.852557 0.010 0.0000069 15.07337 -3.90281  
15.07341 0.486411 4.37 0 94.20782895584662 0.19697523285436655 0.15630476822047204 0.00005413995154648007 125.76458369657138 0.8267095397885348 0.9928367155327713 0.0012850582220306946 15.07341 1999.990000 5082.824751 0.009 0.0000095 15.07341 -3.436859  
15.07344 1.081014 6.83 0 214.81750891592895 0.4778967398965633 0.5556608445514687 0.00034620212343588536 270.1439099020067 1.4006349363841255 2.2342306265353344 0.0038196863258701526 15.07344 1799.990000 5309.186531 0.009 0.0000043 15.07344 -5.433492  
15.07346 0.608489 5.76 0 65.79483436704695 0.12676750310048782 0.06239554443037285 0.00001624499397913392 93.81868412175021 0.788398491233489 0.2826435254406771 0.00039252749192331056 15.07346 1599.990000 5001.803308 0.007 0.0000061 15.07346 -4.186198  
15.07354 0.302718 3.06 0 127.87318815676507 0.132022388569882 0.16248338587479189 0.00003337196528523851 168.0006788977618 1.240380697486894 0.9516784892137206 0.001664089399610184 15.07354 1799.990000 5117.771545 0.009 0.0000043 15.07354 -3.860676  
